yas;yipranma;is_seyahati;gunluk_oran;departman;evden_uzaklik;egitim;egitim_alani;calisan_sayisi;calisan_no;cevre_memnuniyeti;cinsiyet;saatlik_ucret;is_katilimi;meslek_seviyesi;is_rolu;is_memnuniyeti;medeni_hal;aylik_gelir;aylik_oran;kidem;18_ustu;mesai;maas_zam_yuzde;performans_degerlendirmesi;iliski_memnuniyeti;standart_saatler;stok_opsiyon_seviyesi;toplam_calisma_yili;gecen_sene_egitim_sureleri;is_yasam_dengesi;sirkette_yil;mevcut_rolde_yil;son_promosyondan-buyana_gecen_yil;mevcut_yonetici_ile_yil
58;Evet;Bazen;147;Arastirma Gelistirme;23;4;Tip;1;165;4;Kadin;94;3;3;Saglik IsleriTemsilcisi;4;Evli;10312;3465;1;Y;Hayir;12;3;4;80;1;40;3;2;40;10;15;6
19;Evet;Bazen;528;Satis;22;1;Pazarlama;1;167;4;Erkek;50;3;1;Satis Temsilcisi;3;Bekar;1675;26820;1;Y;Evet;19;3;4;80;0;0;2;2;0;0;0;0
22;Hayir;Bazen;594;Arastirma Gelistirme;2;1;Teknik;1;169;3;Erkek;100;3;1;Lobarant;4;Evli;2523;19299;0;Y;Hayir;14;3;3;80;1;3;2;3;2;1;2;1
49;Hayir;Bazen;470;Arastirma Gelistirme;20;4;Tip;1;170;3;Kadin;96;3;2;Uretim Direktoru;1;Evli;6567;5549;1;Y;Hayir;14;3;3;80;0;16;2;2;15;11;5;11
43;Hayir;Surekli;957;Arastirma Gelistirme;28;3;Tip;1;171;2;Kadin;72;4;1;Arastirmaci;3;Bekar;4739;16090;4;Y;Hayir;12;3;4;80;0;18;2;3;3;2;1;2
50;Hayir;Surekli;809;Satis;12;3;Pazarlama;1;174;3;Kadin;77;3;3;Satis Yoneticisi;4;Bekar;9208;6645;4;Y;Hayir;11;3;4;80;0;16;3;3;2;2;2;1
31;Evet;Bazen;542;Satis;20;3;Fen;1;175;2;Kadin;71;1;2;Satis Yoneticisi;3;Evli;4559;24788;3;Y;Evet;11;3;3;80;1;4;2;3;2;2;2;2
41;Hayir;Bazen;802;Satis;9;1;Fen;1;176;3;Erkek;96;3;3;Satis Yoneticisi;3;Bosanmis;8189;21196;3;Y;Evet;13;3;3;80;1;12;2;3;9;7;0;7
26;Hayir;Bazen;1355;Insan Kaynaklari;25;1;Fen;1;177;3;Kadin;61;3;1;Insan Kaynaklari;3;Evli;2942;8916;1;Y;Hayir;23;4;4;80;1;8;3;3;8;7;5;7
36;Hayir;Bazen;216;Arastirma Gelistirme;6;2;Tip;1;178;2;Erkek;84;3;2;Uretim Direktoru;2;Bosanmis;4941;2819;6;Y;Hayir;20;4;4;80;2;7;0;3;3;2;0;1
51;Evet;Surekli;1150;Arastirma Gelistirme;8;4;Fen;1;179;1;Erkek;53;1;3;Uretim Direktoru;4;Bekar;10650;25150;2;Y;Hayir;15;3;4;80;0;18;2;3;4;2;0;3
39;Hayir;Bazen;1329;Satis;4;4;Fen;1;182;4;Kadin;47;2;2;Satis Yoneticisi;3;Evli;5902;14590;4;Y;Hayir;14;3;3;80;1;17;1;4;15;11;5;9
25;Hayir;Bazen;959;Satis;28;3;Fen;1;183;1;Erkek;41;2;2;Satis Yoneticisi;3;Evli;8639;24835;2;Y;Hayir;18;3;4;80;0;6;3;3;2;2;2;2
30;Hayir;Bazen;1240;Insan Kaynaklari;9;3;Insan Kaynaklari;1;184;3;Erkek;48;3;2;Insan Kaynaklari;4;Evli;6347;13982;0;Y;Evet;19;3;4;80;0;12;2;1;11;9;4;7
32;Evet;Bazen;1033;Arastirma Gelistirme;9;3;Tip;1;190;1;Kadin;41;3;1;Lobarant;1;Bekar;4200;10224;7;Y;Hayir;22;4;1;80;0;10;2;4;5;4;0;4
45;Hayir;Bazen;1316;Arastirma Gelistirme;29;3;Tip;1;192;3;Erkek;83;3;1;Arastirmaci;4;Bekar;3452;9752;5;Y;Hayir;13;3;2;80;0;9;2;2;6;5;0;3
38;Hayir;Bazen;364;Arastirma Gelistirme;3;5;Teknik;1;193;4;Kadin;32;3;2;Arastirmaci;3;Bekar;4317;2302;3;Y;Evet;20;4;2;80;0;19;2;3;3;2;2;2
30;Hayir;Bazen;438;Arastirma Gelistirme;18;3;Fen;1;194;1;Kadin;75;3;1;Arastirmaci;3;Bekar;2632;23910;1;Y;Hayir;14;3;3;80;0;5;4;2;5;4;0;4
32;Hayir;Surekli;689;Satis;9;2;Tip;1;195;4;Erkek;35;1;2;Satis Yoneticisi;4;Bosanmis;4668;22812;0;Y;Hayir;17;3;4;80;3;9;2;4;8;7;0;7
30;Hayir;Bazen;201;Arastirma Gelistirme;5;3;Teknik;1;197;4;Kadin;84;3;1;Arastirmaci;1;Bosanmis;3204;10415;5;Y;Hayir;14;3;4;80;1;8;3;3;3;2;2;2
30;Hayir;Bazen;1427;Arastirma Gelistirme;2;1;Tip;1;198;2;Erkek;35;2;1;Lobarant;4;Bekar;2720;11162;0;Y;Hayir;13;3;4;80;0;6;3;3;5;3;1;2
41;Hayir;Surekli;857;Arastirma Gelistirme;10;3;Fen;1;199;4;Erkek;91;2;4;Yonetici;1;Bosanmis;17181;12888;4;Y;Hayir;13;3;2;80;1;21;2;2;7;6;7;7
41;Hayir;Bazen;933;Arastirma Gelistirme;9;4;Fen;1;200;3;Erkek;94;3;1;Lobarant;1;Evli;2238;6961;2;Y;Hayir;21;4;4;80;1;7;2;3;5;0;1;4
19;Hayir;Bazen;1181;Arastirma Gelistirme;3;1;Tip;1;201;2;Kadin;79;3;1;Lobarant;2;Bekar;1483;16102;1;Y;Hayir;14;3;4;80;0;1;3;3;1;0;0;0
40;Hayir;Surekli;1395;Arastirma Gelistirme;26;3;Tip;1;202;2;Kadin;54;3;2;Arastirmaci;2;Bosanmis;5605;8504;1;Y;Hayir;11;3;1;80;1;20;2;3;20;7;2;13
35;Hayir;Bazen;662;Satis;1;5;Pazarlama;1;204;3;Erkek;94;3;3;Satis Yoneticisi;2;Evli;7295;11439;1;Y;Hayir;13;3;1;80;2;10;3;3;10;8;0;6
53;Hayir;Bazen;1436;Satis;6;2;Pazarlama;1;205;2;Erkek;34;3;2;Satis Temsilcisi;3;Evli;2306;16047;2;Y;Evet;20;4;4;80;1;13;3;1;7;7;4;5
45;Hayir;Bazen;194;Arastirma Gelistirme;9;3;Fen;1;206;2;Erkek;60;3;2;Lobarant;2;Bosanmis;2348;10901;8;Y;Hayir;18;3;3;80;1;20;2;1;17;9;0;15
32;Hayir;Surekli;967;Satis;8;3;Pazarlama;1;207;2;Kadin;43;3;3;Satis Yoneticisi;4;Bekar;8998;15589;1;Y;Hayir;14;3;4;80;0;9;2;3;9;8;3;7
29;Hayir;Hic;1496;Arastirma Gelistirme;1;1;Teknik;1;208;4;Erkek;41;3;2;Uretim Direktoru;3;Evli;4319;26283;1;Y;Hayir;13;3;1;80;1;10;1;3;10;7;0;9
51;Hayir;Bazen;1169;Arastirma Gelistirme;7;4;Tip;1;211;2;Erkek;34;2;2;Uretim Direktoru;3;Evli;6132;13983;2;Y;Hayir;17;3;3;80;0;10;2;3;1;0;0;0
58;Hayir;Bazen;1145;Arastirma Gelistirme;9;3;Tip;1;214;2;Kadin;75;2;1;Arastirmaci;2;Evli;3346;11873;4;Y;Evet;20;4;2;80;1;9;3;2;1;0;0;0
40;Hayir;Bazen;630;Satis;4;4;Pazarlama;1;215;3;Erkek;67;2;3;Satis Yoneticisi;4;Evli;10855;8552;7;Y;Hayir;11;3;1;80;1;15;2;2;12;11;2;11
34;Hayir;Surekli;303;Satis;2;4;Pazarlama;1;216;3;Kadin;75;3;1;Satis Temsilcisi;3;Evli;2231;11314;6;Y;Hayir;18;3;4;80;1;6;3;3;4;3;1;2
22;Hayir;Bazen;1256;Arastirma Gelistirme;19;1;Tip;1;217;3;Erkek;80;3;1;Arastirmaci;4;Evli;2323;11992;1;Y;Hayir;24;4;1;80;2;2;6;3;2;2;2;2
27;Hayir;Hic;691;Arastirma Gelistirme;9;3;Tip;1;218;4;Erkek;57;3;1;Arastirmaci;2;Bosanmis;2024;5970;6;Y;Hayir;18;3;4;80;1;6;1;1;2;2;2;2
28;Hayir;Bazen;440;Arastirma Gelistirme;21;3;Tip;1;221;3;Erkek;42;3;1;Arastirmaci;4;Evli;2713;6672;1;Y;Hayir;11;3;3;80;1;5;2;1;5;2;0;2
57;Hayir;Bazen;334;Arastirma Gelistirme;24;2;Fen;1;223;3;Erkek;83;4;3;Saglik IsleriTemsilcisi;4;Bosanmis;9439;23402;3;Y;Evet;16;3;2;80;1;12;2;1;5;3;1;4
27;Hayir;Hic;1450;Arastirma Gelistirme;3;3;Tip;1;224;3;Erkek;79;2;1;Arastirmaci;3;Bosanmis;2566;25326;1;Y;Evet;15;3;4;80;1;1;2;2;1;1;0;1
50;Hayir;Bazen;1452;Arastirma Gelistirme;11;3;Fen;1;226;3;Kadin;53;3;5;Yonetici;2;Bekar;19926;17053;3;Y;Hayir;15;3;2;80;0;21;5;3;5;4;4;4
41;Hayir;Bazen;465;Arastirma Gelistirme;14;3;Fen;1;227;1;Erkek;56;3;1;Arastirmaci;3;Bosanmis;2451;4609;4;Y;Hayir;12;3;1;80;1;13;2;3;9;8;1;8
30;Hayir;Bazen;1339;Satis;5;3;Fen;1;228;2;Kadin;41;3;3;Satis Yoneticisi;4;Evli;9419;8053;2;Y;Hayir;12;3;3;80;1;12;2;3;10;9;7;4
38;Hayir;Bazen;702;Satis;1;4;Fen;1;230;1;Kadin;59;2;2;Satis Yoneticisi;4;Bekar;8686;12930;4;Y;Hayir;22;4;3;80;0;12;2;4;8;3;0;7
32;Hayir;Bazen;120;Arastirma Gelistirme;6;5;Fen;1;231;3;Erkek;43;3;1;Arastirmaci;3;Bekar;3038;12430;3;Y;Hayir;20;4;1;80;0;8;2;3;5;4;1;4
27;Hayir;Bazen;1157;Arastirma Gelistirme;17;3;Teknik;1;233;3;Erkek;51;3;1;Arastirmaci;2;Evli;3058;13364;0;Y;Evet;16;3;4;80;1;6;3;2;5;2;1;1
19;Evet;Surekli;602;Satis;1;1;Teknik;1;235;3;Kadin;100;1;1;Satis Temsilcisi;1;Bekar;2325;20989;0;Y;Hayir;21;4;1;80;0;1;5;4;0;0;0;0
36;Hayir;Surekli;1480;Arastirma Gelistirme;3;2;Tip;1;238;4;Erkek;30;3;1;Lobarant;2;Bekar;2088;15062;4;Y;Hayir;12;3;3;80;0;13;3;2;8;7;7;2
30;Hayir;Hic;111;Arastirma Gelistirme;9;3;Tip;1;239;3;Erkek;66;3;2;Lobarant;1;Bosanmis;3072;11012;1;Y;Hayir;11;3;3;80;2;12;4;3;12;9;6;10
45;Hayir;Bazen;1268;Satis;4;2;Fen;1;240;3;Kadin;30;3;2;Satis Yoneticisi;1;Bosanmis;5006;6319;4;Y;Evet;11;3;1;80;1;9;3;4;5;4;0;3
56;Hayir;Bazen;713;Arastirma Gelistirme;8;3;Fen;1;241;3;Kadin;67;3;1;Arastirmaci;1;Bosanmis;4257;13939;4;Y;Evet;18;3;3;80;1;19;3;3;2;2;2;2
33;Hayir;Bazen;134;Arastirma Gelistirme;2;3;Fen;1;242;3;Erkek;90;3;1;Arastirmaci;4;Bekar;2500;10515;0;Y;Hayir;14;3;1;80;0;4;2;4;3;1;0;2
19;Evet;Bazen;303;Arastirma Gelistirme;2;3;Fen;1;243;2;Erkek;47;2;1;Lobarant;4;Bekar;1102;9241;1;Y;Hayir;22;4;3;80;0;1;3;2;1;0;1;0
46;Hayir;Bazen;526;Satis;1;2;Pazarlama;1;244;2;Kadin;92;3;3;Satis Yoneticisi;1;Bosanmis;10453;2137;1;Y;Hayir;25;4;3;80;3;24;2;3;24;13;15;7
38;Hayir;Bazen;1380;Arastirma Gelistirme;9;2;Fen;1;245;3;Kadin;75;3;1;Lobarant;4;Bekar;2288;6319;1;Y;Hayir;12;3;3;80;0;2;3;3;2;2;2;1
31;Hayir;Bazen;140;Arastirma Gelistirme;12;1;Tip;1;246;3;Kadin;95;3;1;Arastirmaci;4;Evli;3929;6984;8;Y;Evet;23;4;3;80;1;7;0;3;4;2;0;2
34;Hayir;Bazen;629;Arastirma Gelistirme;27;2;Tip;1;247;4;Kadin;95;3;1;Arastirmaci;2;Bekar;2311;5711;2;Y;Hayir;15;3;4;80;0;9;3;3;3;2;1;2
41;Evet;Bazen;1356;Satis;20;2;Pazarlama;1;248;2;Kadin;70;3;1;Satis Temsilcisi;2;Bekar;3140;21728;1;Y;Evet;22;4;4;80;0;4;5;2;4;3;0;2
50;Hayir;Bazen;328;Arastirma Gelistirme;1;3;Tip;1;249;3;Erkek;86;2;1;Lobarant;3;Evli;3690;3425;2;Y;Hayir;15;3;4;80;1;5;2;2;3;2;0;2
53;Hayir;Bazen;1084;Arastirma Gelistirme;13;2;Tip;1;250;4;Kadin;57;4;2;Uretim Direktoru;1;Bosanmis;4450;26250;1;Y;Hayir;11;3;3;80;2;5;3;3;4;2;1;3
33;Hayir;Bazen;931;Arastirma Gelistirme;14;3;Tip;1;252;4;Kadin;72;3;1;Arastirmaci;2;Evli;2756;4673;1;Y;Hayir;13;3;4;80;1;8;5;3;8;7;1;6
40;Hayir;Bazen;989;Arastirma Gelistirme;4;1;Tip;1;253;4;Kadin;46;3;5;Yonetici;3;Evli;19033;6499;1;Y;Hayir;14;3;2;80;1;21;2;3;20;8;9;9
55;Hayir;Bazen;692;Arastirma Gelistirme;14;4;Tip;1;254;3;Erkek;61;4;5;Arastirma Direktoru;2;Bekar;18722;13339;8;Y;Hayir;11;3;4;80;0;36;3;3;24;15;2;15
34;Hayir;Surekli;1069;Arastirma Gelistirme;2;1;Fen;1;256;4;Erkek;45;2;2;Uretim Direktoru;3;Evli;9547;14074;1;Y;Hayir;17;3;3;80;0;10;2;2;10;9;1;9
51;Hayir;Bazen;313;Arastirma Gelistirme;3;3;Tip;1;258;4;Kadin;98;3;4;Saglik IsleriTemsilcisi;2;Bekar;13734;7192;3;Y;Hayir;18;3;3;80;0;21;6;3;7;7;1;0
52;Hayir;Bazen;699;Arastirma Gelistirme;1;4;Fen;1;259;3;Erkek;65;2;5;Yonetici;3;Evli;19999;5678;0;Y;Hayir;14;3;1;80;1;34;5;3;33;18;11;9
27;Hayir;Bazen;894;Arastirma Gelistirme;9;3;Tip;1;260;4;Kadin;99;3;1;Arastirmaci;2;Bekar;2279;11781;1;Y;Hayir;16;3;4;80;0;7;2;2;7;7;0;3
35;Evet;Bazen;556;Arastirma Gelistirme;23;2;Fen;1;261;2;Erkek;50;2;2;Uretim Direktoru;3;Evli;5916;15497;3;Y;Evet;13;3;1;80;0;8;1;3;1;0;0;1
43;Hayir;Hic;1344;Arastirma Gelistirme;7;3;Tip;1;262;4;Erkek;37;4;1;Arastirmaci;4;Bosanmis;2089;5228;4;Y;Hayir;14;3;4;80;3;7;3;4;5;4;2;2
45;Hayir;Hic;1195;Arastirma Gelistirme;2;2;Tip;1;264;1;Erkek;65;2;4;Yonetici;4;Evli;16792;20462;9;Y;Hayir;23;4;4;80;1;22;1;3;20;8;11;8
37;Hayir;Bazen;290;Arastirma Gelistirme;21;3;Fen;1;267;2;Erkek;65;4;1;Arastirmaci;1;Evli;3564;22977;1;Y;Evet;12;3;1;80;1;8;3;2;8;7;1;7
35;Hayir;Surekli;138;Arastirma Gelistirme;2;3;Tip;1;269;2;Kadin;37;3;2;Lobarant;2;Bekar;4425;15986;5;Y;Hayir;11;3;4;80;0;10;5;3;6;2;1;2
42;Hayir;Hic;926;Arastirma Gelistirme;21;2;Tip;1;270;3;Kadin;36;3;2;Uretim Direktoru;3;Bosanmis;5265;16439;2;Y;Hayir;16;3;2;80;1;11;5;3;5;3;0;2
38;Hayir;Bazen;1261;Arastirma Gelistirme;2;4;Fen;1;271;4;Erkek;88;3;2;Uretim Direktoru;3;Evli;6553;7259;9;Y;Hayir;14;3;2;80;0;14;3;3;1;0;0;0
38;Hayir;Bazen;1084;Arastirma Gelistirme;29;3;Teknik;1;273;4;Erkek;54;3;2;Uretim Direktoru;4;Evli;6261;4185;3;Y;Hayir;18;3;1;80;1;9;3;1;7;7;1;7
27;Hayir;Surekli;472;Arastirma Gelistirme;1;1;Teknik;1;274;3;Erkek;60;2;2;Uretim Direktoru;1;Evli;4298;9679;5;Y;Hayir;19;3;3;80;1;6;1;3;2;2;2;0
49;Hayir;Hic;1002;Arastirma Gelistirme;18;4;Fen;1;275;4;Erkek;92;3;2;Uretim Direktoru;4;Bosanmis;6804;23793;1;Y;Evet;15;3;1;80;2;7;0;3;7;7;1;7
34;Hayir;Surekli;878;Arastirma Gelistirme;10;4;Tip;1;277;4;Erkek;43;3;1;Arastirmaci;3;Bosanmis;3815;5972;1;Y;Evet;17;3;4;80;1;5;4;4;5;3;2;0
40;Hayir;Bazen;905;Arastirma Gelistirme;19;2;Tip;1;281;3;Erkek;99;3;2;Lobarant;4;Evli;2741;16523;8;Y;Evet;15;3;3;80;1;15;2;4;7;2;3;7
38;Evet;Bazen;1180;Arastirma Gelistirme;29;1;Tip;1;282;2;Erkek;70;3;2;Saglik IsleriTemsilcisi;1;Evli;6673;11354;7;Y;Evet;19;3;2;80;0;17;2;3;1;0;0;0
29;Evet;Bazen;121;Satis;27;3;Pazarlama;1;283;2;Kadin;35;3;3;Satis Yoneticisi;4;Evli;7639;24525;1;Y;Hayir;22;4;4;80;3;10;3;2;10;4;1;9
22;Hayir;Bazen;1136;Arastirma Gelistirme;5;3;Fen;1;284;4;Erkek;60;4;1;Arastirmaci;2;Bosanmis;2328;12392;1;Y;Evet;16;3;1;80;1;4;2;2;4;2;2;2
36;Hayir;Surekli;635;Arastirma Gelistirme;18;1;Tip;1;286;2;Kadin;73;3;1;Lobarant;4;Bekar;2153;7703;1;Y;Hayir;13;3;1;80;0;8;2;3;8;1;1;7
40;Hayir;Hic;1151;Arastirma Gelistirme;9;5;Fen;1;287;4;Erkek;63;2;2;Saglik IsleriTemsilcisi;4;Evli;4876;14242;9;Y;Hayir;14;3;4;80;1;5;5;1;3;2;0;2
46;Hayir;Bazen;644;Arastirma Gelistirme;1;4;Tip;1;288;4;Erkek;97;3;3;Saglik IsleriTemsilcisi;1;Bosanmis;9396;12368;7;Y;Hayir;16;3;3;80;1;17;3;3;4;2;0;3
32;Evet;Bazen;1045;Satis;4;4;Tip;1;291;4;Erkek;32;1;3;Satis Yoneticisi;4;Evli;10400;25812;1;Y;Hayir;11;3;3;80;0;14;2;2;14;8;9;8
30;Hayir;Hic;829;Arastirma Gelistirme;1;1;Fen;1;292;3;Erkek;88;2;3;Uretim Direktoru;3;Bekar;8474;20925;1;Y;Hayir;22;4;3;80;0;12;2;3;11;8;5;8
27;Hayir;Surekli;1242;Satis;20;3;Fen;1;293;4;Kadin;90;3;2;Satis Yoneticisi;3;Bekar;9981;12916;1;Y;Hayir;14;3;4;80;0;7;2;3;7;7;0;7
51;Hayir;Bazen;1469;Arastirma Gelistirme;8;4;Fen;1;296;2;Erkek;81;2;3;Arastirma Direktoru;2;Evli;12490;15736;5;Y;Hayir;16;3;4;80;2;16;5;1;10;9;4;7
30;Evet;Bazen;1005;Arastirma Gelistirme;3;3;Teknik;1;297;4;Kadin;88;3;1;Arastirmaci;1;Bekar;2657;8556;5;Y;Evet;11;3;3;80;0;8;5;3;5;2;0;4
41;Hayir;Bazen;896;Satis;6;3;Fen;1;298;4;Kadin;75;3;3;Yonetici;4;Bekar;13591;14674;3;Y;Evet;18;3;3;80;0;16;3;3;1;0;0;0
30;Evet;Surekli;334;Satis;26;4;Pazarlama;1;299;3;Kadin;52;2;2;Satis Yoneticisi;1;Bekar;6696;22967;5;Y;Hayir;15;3;3;80;0;9;5;2;6;3;0;1
29;Evet;Bazen;992;Arastirma Gelistirme;1;3;Teknik;1;300;3;Erkek;85;3;1;Arastirmaci;3;Bekar;2058;19757;0;Y;Hayir;14;3;4;80;0;7;1;2;6;2;1;5
45;Hayir;Hic;1052;Satis;6;3;Tip;1;302;4;Kadin;57;2;3;Satis Yoneticisi;4;Bekar;8865;16840;6;Y;Hayir;12;3;4;80;0;23;2;3;19;7;12;8
54;Hayir;Bazen;1147;Satis;3;3;Pazarlama;1;303;4;Kadin;52;3;2;Satis Yoneticisi;1;Evli;5940;17011;2;Y;Hayir;14;3;4;80;1;16;4;3;6;2;0;5
36;Hayir;Bazen;1396;Arastirma Gelistirme;5;2;Fen;1;304;4;Erkek;62;3;2;Lobarant;2;Bekar;5914;9945;8;Y;Hayir;16;3;4;80;0;16;3;4;13;11;3;7
33;Hayir;Bazen;147;Arastirma Gelistirme;4;4;Tip;1;305;3;Kadin;47;2;1;Arastirmaci;2;Evli;2622;13248;6;Y;Hayir;21;4;4;80;0;7;3;3;3;2;1;1
37;Hayir;Surekli;663;Arastirma Gelistirme;11;3;Diger;1;306;2;Erkek;47;3;3;Arastirma Direktoru;4;Bosanmis;12185;10056;1;Y;Evet;14;3;3;80;3;10;1;3;10;8;0;7
38;Hayir;Bazen;119;Satis;3;3;Fen;1;307;1;Erkek;76;3;3;Satis Yoneticisi;3;Bosanmis;10609;9647;0;Y;Hayir;12;3;3;80;2;17;6;2;16;10;5;13
31;Hayir;Hic;979;Arastirma Gelistirme;1;4;Tip;1;308;3;Erkek;90;1;2;Uretim Direktoru;3;Evli;4345;4381;0;Y;Hayir;12;3;4;80;1;6;2;3;5;4;1;4
59;Hayir;Bazen;142;Arastirma Gelistirme;3;3;Fen;1;309;3;Erkek;70;2;1;Arastirmaci;4;Evli;2177;8456;3;Y;Hayir;17;3;1;80;1;7;6;3;1;0;0;0
37;Hayir;Surekli;319;Satis;4;4;Pazarlama;1;311;1;Erkek;41;3;1;Satis Temsilcisi;4;Bosanmis;2793;2539;4;Y;Hayir;17;3;3;80;1;13;2;3;9;8;5;8
29;Hayir;Surekli;1413;Satis;1;1;Tip;1;312;2;Kadin;42;3;3;Satis Yoneticisi;4;Evli;7918;6599;1;Y;Hayir;14;3;4;80;1;11;5;3;11;10;4;1
35;Hayir;Surekli;944;Satis;1;3;Pazarlama;1;314;3;Kadin;92;3;3;Satis Yoneticisi;3;Bekar;8789;9096;1;Y;Hayir;14;3;1;80;0;10;3;4;10;7;0;8
29;Evet;Bazen;896;Arastirma Gelistirme;18;1;Tip;1;315;3;Erkek;86;2;1;Arastirmaci;4;Bekar;2389;14961;1;Y;Evet;13;3;3;80;0;4;3;2;4;3;0;1
52;Hayir;Bazen;1323;Arastirma Gelistirme;2;3;Fen;1;316;3;Kadin;89;2;1;Lobarant;4;Bekar;3212;3300;7;Y;Hayir;15;3;2;80;0;6;3;2;2;2;2;2
42;Hayir;Bazen;532;Arastirma Gelistirme;4;2;Teknik;1;319;3;Erkek;58;3;5;Yonetici;4;Evli;19232;4933;1;Y;Hayir;11;3;4;80;0;22;3;3;22;17;11;15
59;Hayir;Bazen;818;Insan Kaynaklari;6;2;Tip;1;321;2;Erkek;52;3;1;Insan Kaynaklari;3;Evli;2267;25657;8;Y;Hayir;17;3;4;80;0;7;2;2;2;2;2;2
50;Hayir;Bazen;854;Satis;1;4;Tip;1;323;4;Kadin;68;3;5;Yonetici;4;Bosanmis;19517;24118;3;Y;Hayir;11;3;3;80;1;32;3;2;7;0;0;6
33;Evet;Bazen;813;Arastirma Gelistirme;14;3;Tip;1;325;3;Erkek;58;3;1;Lobarant;4;Evli;2436;22149;5;Y;Evet;13;3;3;80;1;8;2;1;5;4;0;4
43;Hayir;Bazen;1034;Satis;16;3;Pazarlama;1;327;4;Kadin;80;3;4;Yonetici;4;Evli;16064;7744;5;Y;Evet;22;4;3;80;1;22;3;3;17;13;1;9
33;Evet;Bazen;465;Arastirma Gelistirme;2;2;Fen;1;328;1;Kadin;39;3;1;Lobarant;1;Evli;2707;21509;7;Y;Hayir;20;4;1;80;0;13;3;4;9;7;1;7
52;Hayir;Hic;771;Satis;2;4;Fen;1;329;1;Erkek;79;2;5;Yonetici;3;Bekar;19068;21030;1;Y;Evet;18;3;4;80;0;33;2;4;33;7;15;12
32;Hayir;Bazen;1401;Satis;4;2;Fen;1;330;3;Kadin;56;3;1;Satis Temsilcisi;2;Evli;3931;20990;2;Y;Hayir;11;3;1;80;1;6;5;3;4;3;1;2
32;Evet;Bazen;515;Arastirma Gelistirme;1;3;Fen;1;331;4;Erkek;62;2;1;Lobarant;3;Bekar;3730;9571;0;Y;Evet;14;3;4;80;0;4;2;1;3;2;1;2
39;Hayir;Bazen;1431;Arastirma Gelistirme;1;4;Tip;1;332;3;Kadin;96;3;1;Lobarant;3;Bosanmis;2232;15417;7;Y;Hayir;14;3;3;80;3;7;1;3;3;2;1;2
32;Hayir;Hic;976;Satis;26;4;Pazarlama;1;333;3;Erkek;100;3;2;Satis Yoneticisi;4;Evli;4465;12069;0;Y;Hayir;18;3;1;80;0;4;2;3;3;2;2;2
41;Hayir;Bazen;1411;Arastirma Gelistirme;19;2;Fen;1;334;3;Erkek;36;3;2;Arastirmaci;1;Bosanmis;3072;19877;2;Y;Hayir;16;3;1;80;2;17;2;2;1;0;0;0
40;Hayir;Bazen;1300;Arastirma Gelistirme;24;2;Teknik;1;335;1;Erkek;62;3;2;Arastirmaci;4;Bosanmis;3319;24447;1;Y;Hayir;17;3;1;80;2;9;3;3;9;8;4;7
45;Hayir;Bazen;252;Arastirma Gelistirme;1;3;Diger;1;336;3;Erkek;70;4;5;Yonetici;4;Evli;19202;15970;0;Y;Hayir;11;3;3;80;1;25;2;3;24;0;1;7
31;Hayir;Surekli;1327;Arastirma Gelistirme;3;4;Tip;1;337;2;Erkek;73;3;3;Arastirma Direktoru;3;Bosanmis;13675;13523;9;Y;Hayir;12;3;1;80;1;9;3;3;2;2;2;2
33;Hayir;Bazen;832;Arastirma Gelistirme;5;4;Fen;1;338;3;Kadin;63;2;1;Arastirmaci;4;Evli;2911;14776;1;Y;Hayir;13;3;3;80;1;2;2;2;2;2;0;2
34;Hayir;Bazen;470;Arastirma Gelistirme;2;4;Fen;1;339;4;Erkek;84;2;2;Uretim Direktoru;1;Evli;5957;23687;6;Y;Hayir;13;3;2;80;1;13;3;3;11;9;5;9
37;Hayir;Bazen;1017;Arastirma Gelistirme;1;2;Tip;1;340;3;Kadin;83;2;1;Arastirmaci;1;Evli;3920;18697;2;Y;Hayir;14;3;1;80;1;17;2;2;3;1;0;2
45;Hayir;Surekli;1199;Arastirma Gelistirme;7;4;Fen;1;341;1;Erkek;77;4;2;Uretim Direktoru;3;Evli;6434;5118;4;Y;Hayir;17;3;4;80;1;9;1;3;3;2;0;2
37;Evet;Surekli;504;Arastirma Gelistirme;10;3;Tip;1;342;1;Erkek;61;3;3;Uretim Direktoru;3;Bosanmis;10048;22573;6;Y;Hayir;11;3;2;80;2;17;5;3;1;0;0;0
39;Hayir;Surekli;505;Arastirma Gelistirme;2;4;Teknik;1;343;3;Kadin;64;3;3;Saglik IsleriTemsilcisi;3;Bekar;10938;6420;0;Y;Hayir;25;4;4;80;0;20;1;3;19;6;11;8
29;Hayir;Bazen;665;Arastirma Gelistirme;15;3;Fen;1;346;3;Erkek;60;3;1;Arastirmaci;4;Bekar;2340;22673;1;Y;Hayir;19;3;1;80;0;6;1;3;6;5;1;5
42;Hayir;Bazen;916;Arastirma Gelistirme;17;2;Fen;1;347;4;Kadin;82;4;2;Arastirmaci;1;Bekar;6545;23016;3;Y;Evet;13;3;3;80;0;10;1;3;3;2;0;2
29;Hayir;Bazen;1247;Satis;20;2;Pazarlama;1;349;4;Erkek;45;3;2;Satis Yoneticisi;4;Bosanmis;6931;10732;2;Y;Hayir;14;3;4;80;1;10;2;3;3;2;0;2
